id,lokalitet,hovedlokalitet,kommune,fylke,lat,lon,count,observers
352414,Klumpan,,Frøya,Trøndelag,63.709093,8.709553,3,2
368504,Rundmåsklakken - Sørkråka,,Frøya,Trøndelag,63.896342,8.862428,3,2
380412,Kjerringvågen,Fillingsnes,Frøya,Trøndelag,63.664681,8.491712,3,2
2183868,Nedre straumfjordveien,krysset,Hitra,Trøndelag,63.575065,8.669901,3,2
767880,Våg SØ for Hjellholmen,Titran,Frøya,Trøndelag,63.670363,8.316477,3,3
2195421,Håla,,Frøya,Trøndelag,63.739356,8.836835,3,2
2257302,Skardsvågsdalen,,Frøya,Trøndelag,63.695696,8.695009,3,2
1890158,Ottersøla,,Frøya,Trøndelag,63.782622,8.636331,3,2
3339563,tjønn ved Staulan,Uttian,Frøya,Trøndelag,63.776582,8.874672,3,2
3261501,skjær utenfor Avløysa,Avløysa,Frøya,Trøndelag,63.66816,8.566478,2,2
3255665,Sørneset,Titran,Frøya,Trøndelag,63.66651,8.304889,2,6
3255652,sjøen melllom Kya og Synnkya,Kya,Frøya,Trøndelag,63.769182,8.308689,2,6
2832761,øst av Bergli,Bergli,Frøya,Trøndelag,63.715565,8.596949,2,2
3261509,Hamnavågen,Flatval,Frøya,Trøndelag,63.689717,8.767809,2,2
3262005,sjøen mellom Kovaskjæret og Grognflesa,,Frøya,Trøndelag,63.777709,8.32811,2,6
3261983,Andholmleia,,Frøya,Trøndelag,63.886308,8.399652,2,6
441747,Dolmsundet vest,,Hitra,Trøndelag,63.625795,8.67265,2,2
3283350,Vardhaugan,Hammarvatnet,Frøya,Trøndelag,63.717531,8.816695,2,2
3283345,Vadet,Hammarvatnet,Frøya,Trøndelag,63.727986,8.803355,2,2
3288174,Litlsingøya,,Frøya,Trøndelag,63.873661,8.563352,2,2
3289228,Håholmen,,Frøya,Trøndelag,63.748659,8.549006,2,3
646061,Fillvatnet,Fillan,Hitra,Trøndelag,63.607481,8.951865,2,3
551398,uttiankrysset,Dyrvik,Frøya,Trøndelag,63.760815,8.815285,2,2
3295560,Sjøområdet utenfor Innersundet,Titran,Frøya,Trøndelag,63.66496,8.300128,2,2
2978030,Storvikskaget,Ervika (Frøya),Frøya,Trøndelag,63.74335,8.821034,2,2
3308998,skog S av Øra,Straum (Hitra),Hitra,Trøndelag,63.560026,8.745522,2,3
2153908,dyrket mark v/Haugen,Straum (Hitra),Hitra,Trøndelag,63.562382,8.75472,2,4
3311077,Valavatnet vest,Valavatnet,Frøya,Trøndelag,63.72144,8.617799,2,2
2833189,Stabbenveien i Innervågen,Titran,Frøya,Trøndelag,63.669825,8.331218,2,3
2839419,Avløysan,Nordskaget,Frøya,Trøndelag,63.70608,8.571742,2,4
3313358,Jorder ved Leirvika,,Frøya,Trøndelag,63.764913,8.678849,2,2
3316956,Håvika vestre,Håvika,Frøya,Trøndelag,63.668268,8.359515,2,3
2517805,Brennskaget,Kvaløya,Frøya,Trøndelag,63.782737,8.735613,2,4
2456964,Langåsen (høyde),Nabeita,Frøya,Trøndelag,63.694562,8.7776,2,2
2773836,sjøen øst for Vikasundet,,Frøya,Trøndelag,63.796176,8.786682,2,2
2513726,Balsmyra,,Frøya,Trøndelag,63.680044,8.630537,2,2
2445037,høyde v/Fillheiveien,Fillan,Hitra,Trøndelag,63.607441,8.969489,2,2
2513724,Omnheia,,Frøya,Trøndelag,63.676674,8.624483,2,2
2356168,mellom Bustbergvatnet og Langvatnet,Strømøya,Frøya,Trøndelag,63.781579,8.792243,2,2
398368,Andsteinen,Rottingen,Frøya,Trøndelag,63.831754,8.770405,2,4
2397043,Nordfrøyveien 1197-1201,Svellingen,Frøya,Trøndelag,63.791979,8.806032,2,3
2824614,myr ved Kuberget,,Hitra,Trøndelag,63.575901,8.672776,2,2
2825152,Bergan,,Hitra,Trøndelag,63.618384,8.663838,2,2
2825384,Fillaunet vest,,Hitra,Trøndelag,63.607497,8.964549,2,2
2825298,Sundbu vest,,Hitra,Trøndelag,63.571799,8.678705,2,2
2823532,Ørnheia vest,Fjellværsøya,Hitra,Trøndelag,63.644653,9.107875,2,2
2825382,sørvest av Øverdalsvatnet,,Hitra,Trøndelag,63.583336,8.830206,2,2
2441707,Knarrlagsundveien 379,,Hitra,Trøndelag,63.660349,9.065492,2,2
2144272,Mastad SØ,Fjellværsøya,Hitra,Trøndelag,63.644481,9.056527,2,2
2825656,N av Svendstrøa,,Hitra,Trøndelag,63.566129,8.73538,2,2
2451021,Asmundvåg skytebane,Asmundvåg,Hitra,Trøndelag,63.578947,8.67309,2,2
2825621,Melandsjø fotballbane,Melandsjø,Hitra,Trøndelag,63.631366,8.741641,2,2
2826211,Hammarberget boligfelt,,Frøya,Trøndelag,63.704111,8.830601,2,2
590998,Sørfjellet,Fjellværsøya,Hitra,Trøndelag,63.624478,9.060049,2,2
2825079,mlm. Vikavatnet og Kjevikan,Ulvøya,Hitra,Trøndelag,63.666462,9.058773,2,2
2823525,Båtsvikbukta,Fjellværsøya,Hitra,Trøndelag,63.640361,9.169715,2,2
2825386,Storvågen,Dolmsundet,Hitra,Trøndelag,63.634111,8.763137,2,2
2825113,høyde ved Fjellværsøyveien,Fjellværsøya,Hitra,Trøndelag,63.625839,9.11516,2,2
2823535,Storvågfjellet sør,Fjellværsøya,Hitra,Trøndelag,63.638917,9.158477,2,2
2441708,Kvalvika,Ulvøya,Hitra,Trøndelag,63.665386,9.094176,2,2
2824887,Mortensvik,,Hitra,Trøndelag,63.621489,8.672363,2,2
2824877,vest av Asmundvåg skytebane,,Hitra,Trøndelag,63.579982,8.664601,2,2
792304,Lavdalsheia,Lavdalen,Frøya,Trøndelag,63.669268,8.521284,2,2
2830046,Gullmundskaget,,Frøya,Trøndelag,63.690131,8.355105,2,2
2829111,Steinholman,,Frøya,Trøndelag,63.874432,8.589556,2,4
2503649,Urdsvika-Tuvskardet,,Frøya,Trøndelag,63.749867,8.667808,2,4
2402669,holmer mlm Skjerdingen og Roparøya,Mausundvær,Frøya,Trøndelag,63.871679,8.608672,2,5
792853,Klevollen,Fillingsnes,Frøya,Trøndelag,63.666263,8.497766,2,2
2448063,Valen-Tuvnes,Tuvnes,Frøya,Trøndelag,63.725401,8.622955,2,4
2448062,Espnesdalen,Espnesdalen,Frøya,Trøndelag,63.709662,8.603399,2,2
851236,Happuholman,Titran,Frøya,Trøndelag,63.670204,8.293058,2,3
430775,Dolm,Dolmøya,Hitra,Trøndelag,63.632255,8.706777,2,2
442979,Skålhaugberget,Melandsjø,Hitra,Trøndelag,63.629873,8.731732,2,3
2845938,N av Dyrøygården,Sørdyrøya,Frøya,Trøndelag,63.785634,8.657397,2,2
591943,Kvernelva,Straum (Hitra),Hitra,Trøndelag,63.558822,8.73617,2,3
2852218,Furuvikvatnet,Grefsnes,Hitra,Trøndelag,63.553926,8.502348,2,3
2852302,Faksvåg,Grefsnes,Hitra,Trøndelag,63.545531,8.447191,2,3
2906232,Anetjønna,Titran,Frøya,Trøndelag,63.68556,8.339402,2,2
2447957,Steinvikhaugan,Neset (Frøya),Frøya,Trøndelag,63.770794,8.812832,2,2
3003903,Skoleveien,Nordskaget,Frøya,Trøndelag,63.707095,8.555546,2,2
3003898,Postvika vest,,Frøya,Trøndelag,63.78911,8.78573,2,2
442984,Hopsjøen sør,Melandsjø,Hitra,Trøndelag,63.625779,8.717485,2,2
785065,Stabben øst,Titran,Frøya,Trøndelag,63.668837,8.327598,2,2
688998,Yttersundet,Titran,Frøya,Trøndelag,63.670535,8.309749,2,2
2402664,sjøområdene SV av Korsvaløya,,Frøya,Trøndelag,63.86743,8.529504,2,2
3129752,Beite S av Rørvassmyra,,Frøya,Trøndelag,63.676471,8.377437,2,3
3145373,Ferge Dyrøya-Sula,,Frøya,Trøndelag,63.807681,8.616487,2,2
2189276,Hammarneset,Hammarvika,Frøya,Trøndelag,63.698192,8.818087,2,2
352376,Dørvik,Haugen (Frøya),Frøya,Trøndelag,63.679574,8.427698,2,2
643193,Innerhallarvågen,Storhallaren,Frøya,Trøndelag,63.675993,8.620009,2,2
2430296,Kleivaveien,,Frøya,Trøndelag,63.753252,8.692431,2,2
2438867,Sjønhalsensundet sør,,Frøya,Trøndelag,63.786047,8.697192,2,6
2441709,Osholmen,Ulvøya,Hitra,Trøndelag,63.66274,9.139882,2,2
2447965,Nordfrøyv. 986,Neset (Frøya),Frøya,Trøndelag,63.773156,8.813165,2,2
2448159,Storhjertøya,Bekken,Frøya,Trøndelag,63.667777,8.582001,2,2
2447112,Tjern S av veien,Malmmyran,Frøya,Trøndelag,63.696604,8.491999,2,2
767862,Dam N av Persberget,,Frøya,Trøndelag,63.670204,8.343445,2,2
428129,Fleinskallen,Sandstad,Hitra,Trøndelag,63.519142,9.061154,2,2
2450931,Knarrlagsund sør 2,,Hitra,Trøndelag,63.662525,9.089846,2,2
2459031,Halsholmen,Storfjordkastet,Frøya,Trøndelag,63.684548,8.557172,2,2
2461366,Steinsøya,Fillingsnes,Frøya,Trøndelag,63.666303,8.486223,2,2
792303,Lavdalen,,Frøya,Trøndelag,63.668706,8.523341,2,2
2461420,skog v/Avløysskaget,Bekken,Frøya,Trøndelag,63.672168,8.568014,2,2
2154765,tjern V av Ørnheia,Håvika,Frøya,Trøndelag,63.684034,8.421589,2,2
3254681,mlm. Stutvatnet og Grasdalsvatnet,Stutvassdalen,Frøya,Trøndelag,63.704485,8.695827,2,2
1129695,Bro til Hamburglandet,Titran,Frøya,Trøndelag,63.670335,8.308311,2,7
2628477,Kulturmark ved Brattåstjørna,Brattåstjørna,Hitra,Trøndelag,63.531457,9.057264,2,2
2675999,NØ av Skagavatnet,Skagavatnet,Frøya,Trøndelag,63.682903,8.419747,2,3
1843931,Langaunet,,Hitra,Trøndelag,63.553302,9.179857,2,2
2116777,Grøftekanal v/Tuvnes,,Frøya,Trøndelag,63.730503,8.647614,2,2
1615589,turbin D01 (9),Frøya vindkraftverk,Frøya,Trøndelag,63.694303,8.661493,2,2
2144244,bukt V av Nordbotn,Fjellværsøya,Hitra,Trøndelag,63.653058,9.132318,2,2
352418,Frøya småflyplass,,Frøya,Trøndelag,63.699434,8.756472,2,2
2144030,Melkvikbukta,Norddyrøya,Frøya,Trøndelag,63.795327,8.67407,2,2
1961077,Krysset Nordfrøyveien/Jakobskaget,Neset (Frøya),Frøya,Trøndelag,63.765803,8.812904,2,4
2153882,Rinnarmyra,Dolmøya,Hitra,Trøndelag,63.655271,8.827295,2,2
2157557,sjøområdene Ø av Måøya,Mausundvær,Frøya,Trøndelag,63.863077,8.679891,2,2
2162668,dyrket mark langs Leirvikveien,Kvaløya,Frøya,Trøndelag,63.774196,8.699177,2,2
419358,Hopsjøvatnet,Melandsjø,Hitra,Trøndelag,63.626386,8.720432,2,2
2228307,Kjerkdalsvatnet vest Måsheia,,Frøya,Trøndelag,63.73554,8.693707,2,2
856613,Nordskag,Hamburglandet,Frøya,Trøndelag,63.671475,8.310719,2,3
580499,Gamle gravplassen,Titran,Frøya,Trøndelag,63.669774,8.310539,2,2
2402662,sjøområdene SV av Brattholmen,,Frøya,Trøndelag,63.868462,8.51664,2,2
2402630,mlm Døggersøya og Nordjamnungen,Norddyrøya,Frøya,Trøndelag,63.805547,8.656633,2,2
1824860,Veisfjorden,,Frøya,Trøndelag,63.687061,8.476018,2,2
1883563,Storspovereir 2022,Sula,Frøya,Trøndelag,63.843783,8.450623,2,2
1896738,Nesset trimhytte,,Frøya,Trøndelag,63.762582,8.777115,2,2
1914568,Sørvest av Ansteinen,Norddyrøy,Frøya,Trøndelag,63.832764,8.757676,2,3
