id,lokalitet,hovedlokalitet,kommune,fylke,lat,lon,count,observers,radius,geometry,public,mine,super
2185034,Tvigölingen,Norra Björkfjärdens NR,Enköping,,59.469448,17.481009,0,0,325,,1,0,0
2185037,Charlottenlund,Sofielund,Nyköping,,58.995554,17.070631,0,0,338,,1,0,0
2185040,Lövhagen,Sofielund,Nyköping,,59.000967,17.076749,0,0,338,,1,0,0
2185043,Brunnsvik,,Nyköping,,58.987446,17.073290,0,0,200,,1,0,1
2185046,Oranjeholmen,,Österåker,,59.447025,18.388738,0,0,225,,1,0,1
2185077,Surbrunnsängen,Kårboda skog,Värmdö,,59.344683,18.413837,0,0,395,,1,0,0
2185079,"Mickelsgård, Vagled",Frösön,Östersund,,63.177592,14.560433,0,0,200,,1,0,0
2185084,Långsunda hagar,Långsunda,Värmdö,,59.346804,18.406615,0,0,498,,1,0,0
2185085,Djupängen,,Värmdö,,59.347097,18.387301,0,0,225,,1,0,1
2185087,Lillängen,Kårboda skog,Värmdö,,59.344371,18.388846,0,0,297,,1,0,0
2185118,Arninge,,Täby,,59.463141,18.133249,0,0,1045,,1,0,1
2185121,Grustaget,"Tångeråsen, Offerdal",Krokom,,63.564594,13.808049,0,0,917,,1,0,0
2185124,"Klahammar, Överselö",,Strängnäs,,59.376478,17.160436,0,0,200,,1,0,1
2185131,Långviken,Södernäs,Värmdö,,59.371014,18.466362,0,0,74,,1,0,0
2185146,Granboforsen,"Indalsälven, Lit",Östersund,,63.312258,14.653615,0,0,500,,1,0,0
2185164,"Älven, Myssjö",,Berg,,62.939134,14.272766,0,0,470,,1,0,1
2185171,"Gisselåsen, Oviken",,Berg,,62.959246,14.307198,0,0,470,,1,0,1
2185184,"Borgsjöbyn, Borgsjö",,Ånge,,62.541487,15.913404,0,0,300,,1,0,1
2185212,Skarpnäcks koloniområde,,Stockholm,,59.269956,18.109524,0,0,225,,1,0,1
2185213,Åsögatan 115,,Stockholm,,59.313477,18.075406,0,0,50,,1,0,1
2185214,Björnängsviken,Storsjön,Gnesta,,59.093489,17.152225,0,0,295,,1,0,0
2185222,"Stalands möbler, Åsögatan 121",,Stockholm,,59.312918,18.076601,0,0,50,,1,0,1
2185225,Björndalen,Björndalsviken,Strängnäs,,59.446920,17.017272,0,0,681,,1,0,0
2185226,Långudden,Näslandet,Botkyrka,,59.062953,17.723734,0,0,339,,1,0,0
2185227,Standardrutt 18F7H Gårdsjöberget,,Bräcke,,62.992981,15.548535,0,0,470,,1,0,1
2185228,Ekudden,Kungshamn-Morga NR,Knivsta,,59.785641,17.656405,0,0,105,,1,0,0
2185229,Culturum,Nyköping,Nyköping,,58.754271,17.008989,0,0,73,,1,0,0
2185230,"Byom, Nyhem",,Bräcke,,63.009248,15.716574,0,0,470,,1,0,1
2185288,Kivinge skogsväg,Övergran,Håbo,,59.638704,17.444043,0,0,350,,1,0,0
2185350,Standardrutt 18F2C Hunge,,Bräcke,,62.766949,15.061037,0,0,470,,1,0,1
2185351,Skurun,Bodsjö,Bräcke,,62.853588,14.960067,0,0,635,,1,0,0
2185364,Åsögatan 121,Södermalm,Stockholm,,59.313550,18.076466,0,0,50,,1,0,0
2185370,Tängelgårde 1:90,,Gotland,,57.815790,18.711530,0,0,130,,1,0,1
2185371,Östra delen,Kyrkebysmyr,Gotland,,57.822800,18.703508,0,0,46,,1,0,0
2185375,Reningsverksdammen,Ösmo,Nynäshamn,,58.993578,17.906756,0,0,100,,1,0,0
2185382,"Skötkobben, Söderö",Söderö,Värmdö,,59.128207,18.786494,0,0,134,,1,0,0
2185384,"Norra Portbacksviken, Båven",,Gnesta,,59.007458,17.082372,0,0,828,,1,0,1
2185413,Lintjärn,"Masjön, Älvros",Härjedalen,,62.086653,14.636772,0,0,200,,1,0,0
2185451,Stora Hunga,,Trosa,,58.918294,17.532887,0,0,200,,1,0,1
2185454,"Malmåskogen, Ström",,Strömsund,,63.882678,15.726015,0,0,470,,1,0,1
2185469,"Lacka, fågelskyddsområde",Lacka,Trosa,,58.765891,17.587549,0,0,200,,1,0,0
2185476,"Torptjärnen, Sunne",,Östersund,,63.109650,14.460127,0,0,470,,1,0,1
2185521,"Lillvattnet, Ström",,Strömsund,,64.065682,15.063005,0,0,470,,1,0,1
2185539,S Långmyran,Skogs-Tibble,Uppsala,,59.836234,17.345821,0,0,838,,1,0,0
2185542,Krigslida,,Haninge,,59.115136,18.068741,0,0,225,,1,0,1
2185554,Träskmyran,Mörby,Haninge,,59.148353,18.332279,0,0,430,,1,0,0
2185559,Annelund,Hagaparken,Solna,,59.373037,18.022028,0,0,322,,1,0,0
2185565,Kullars,Väddö sn,Norrtälje,,59.952904,18.764647,0,0,431,,1,0,0
2185579,Likstammen vid Baggebol,,Nyköping,,58.932904,17.255469,0,0,400,,1,0,1
2185593,Kajsarskogen,,Gotland,,57.523052,18.717414,0,0,130,,1,0,1
2185602,Bränntorp,"Nynäs naturreservat, Nyköpingsdelen",Nyköping,,58.803945,17.382634,0,0,100,,1,0,0
2185623,Årby,Alsike sn,Knivsta,,59.740241,17.735358,0,0,236,,1,0,0
2185637,Standardrutt 20E2C Anvågen,,Krokom,,63.655071,14.028271,0,0,470,,1,0,1
2185640,Standardrutt 21F7C Torsfjärden,,Strömsund,,64.336610,14.998191,0,0,470,,1,0,1
2185666,Stora Lökholmen,Kymmendö,Haninge,,59.124053,18.534364,0,0,261,,1,0,0
2185667,Östra delen,Kymmendö,Haninge,,59.117290,18.514260,0,0,439,,1,0,0
2185671,Gjusbötsgrunden,Kvarnön,Haninge,,59.097056,18.511098,0,0,109,,1,0,0
2185672,Rönnkläppsgrunden,Kymmendö-Bunsön,Haninge,,59.107675,18.569911,0,0,1083,,1,0,0
2185674,Skölsta,Vaksala,Uppsala,,59.876662,17.720401,0,0,394,,1,0,0
2185704,"Nygranne, Lummelunda",,Gotland,,57.771662,18.441164,0,0,130,,1,0,1
2185708,Suderbys,,Gotland,,57.827937,18.667207,0,0,130,,1,0,1
2185717,Djupträsk,,Haninge,,59.142415,18.341972,0,0,225,,1,0,1
2185725,Nedre Fisklössjön,Offerdalsfjällen,Krokom,,63.835941,13.686381,0,0,254,,1,0,0
2185742,Snösätra,Rågsved,Stockholm,,59.254015,18.040066,0,0,200,,1,0,0
2185748,Storholmsjö naturreservat,,Krokom,,63.677395,14.251188,0,0,470,,1,0,1
2185749,Mossholmen,Vendelsjön,Tierp,,60.173377,17.677093,0,0,266,,1,0,0
2185765,"Dagvattendammen, V sjukhuset, Norrtälje",,Norrtälje,,59.757171,18.684652,0,0,350,,1,0,1
2185786,Ekebyparken/Majklockan,,Uppsala,,59.853422,17.598239,0,0,350,,1,0,1
2185829,"Åsrun, Åre",,Åre,,63.327319,12.382962,0,0,750,,1,0,1
2185842,Lyckan,,Nyköping,,58.968363,17.166814,0,0,200,,1,0,1
2185853,"Luvkullvattnet, Ström",,Strömsund,,64.229125,14.807012,0,0,470,,1,0,1
2185887,Rändingsvallen,"Brändåsen, Tännäs",Härjedalen,,62.288441,12.830053,0,0,591,,1,0,0
2185903,Sörby vägskäl,,Nyköping,,58.839899,17.011612,0,0,81,,1,0,1
2185924,Björklund,Stora Stockbäcken,Nyköping,,58.813068,17.019679,0,0,324,,1,0,0
2185933,Rudbottnarna,Fjärdlång,Haninge,,59.048422,18.551720,0,0,249,,1,0,0
2185934,Idskären,Fjärdlång,Haninge,,59.056330,18.576765,0,0,219,,1,0,0
2185936,Ötterskären,Fjärdlång,Haninge,,59.047211,18.574806,0,0,164,,1,0,0
2185943,Själkobbarna,Fjärdlång,Haninge,,59.039000,18.584957,0,0,314,,1,0,0
2185945,Österskären,Fjärdlång,Haninge,,59.044000,18.582218,0,0,69,,1,0,0
2185946,Brännflåten,Fjärdlång,Haninge,,59.050196,18.594749,0,0,606,,1,0,0
2185948,Ängsön+Marskär,Fjärdlång,Haninge,,59.022987,18.556661,0,0,185,,1,0,0
2185949,Grönskär Långviksskär,Långviksskär,Värmdö,,59.171761,18.833674,0,0,247,,1,0,0
2185950,Stora Gjusharen,Söderö,Värmdö,,59.134502,18.817280,0,0,92,,1,0,0
2185951,Kalkskär Söderö,Söderö,Värmdö,,59.124860,18.806994,0,0,185,,1,0,0
2185952,Vitkobb,Långviksskär,Värmdö,,59.151743,18.829281,0,0,364,,1,0,0
2185953,Torskkobben,Långviksskär,Värmdö,,59.168161,18.837905,0,0,181,,1,0,0
2185954,Skötskär Långskärs NR,Långskärs naturreservat,Värmdö,,59.186070,18.863130,0,0,319,,1,0,0
2185955,Gula grunden,Bullerön,Värmdö,,59.218340,18.827646,0,0,320,,1,0,0
2185958,"Åslåttjärnarna, Ström",,Strömsund,,64.087556,15.194859,0,0,470,,1,0,1
2185987,"Åsmyrarna, Sönner-Rensjön, Åre",,Åre,,63.347966,12.324742,0,0,750,,1,0,1
2185988,"Stentjärnen, Åre",,Åre,,63.346580,12.358483,0,0,470,,1,0,1
2185989,"Rundtjärnen, Åre",,Åre,,63.343493,12.368247,0,0,470,,1,0,1
2185994,Kalkugnen,Gudmyrsskog,Gotland,,57.608609,18.331776,0,0,11,,1,0,0
2186022,Nybodahöjden,Årsta,Stockholm,,59.303486,18.024876,0,0,228,,1,0,0
2186037,Kaupungs,,Gotland,,57.408215,18.874889,0,0,130,,1,0,1
2186054,Gunnviksviken,,Strängnäs,,59.319908,17.308532,0,0,200,,1,0,1
2186085,"Bodlägden, Hackås",,Berg,,63.014968,14.467853,0,0,470,,1,0,1
2186121,Ströms stugor,Tänndalen,Härjedalen,,62.538628,12.311734,0,0,329,,1,0,0
2186157,Dammen,Stora Vikers,Gotland,,57.816647,18.801999,0,0,2,,1,0,0
2186176,Årstabrons S fäste,Årsta,Stockholm,,59.305531,18.036419,0,0,208,,1,0,0
2186193,"Gåje, Hallen",,Åre,,63.232035,14.123259,0,0,750,,1,0,1
2186255,Starrmossen,Arlanda flygplats,Sigtuna,,59.620551,17.933023,0,0,542,,1,0,0
2186256,V Långholmen,Långholmen,Stockholm,,59.320688,18.016423,0,0,300,,1,0,0
2186258,Bäckskär,Långskärs naturreservat,Värmdö,,59.188537,18.838489,0,0,304,,1,0,0
2186259,L. Finnholmen,Nämdö,Värmdö,,59.212860,18.784940,0,0,191,,1,0,0
2186260,St. Finnholmen,Nämdö,Värmdö,,59.216230,18.782955,0,0,191,,1,0,0
2186275,svanåstugeområdet,Tänndalen,Härjedalen,,62.523168,12.279143,0,0,2243,,1,0,0
2186304,Söromsjön,Funäsdalen,Härjedalen,,62.536744,12.537930,0,0,759,,1,0,0
2186305,Hedningsgärdet,Funäsdalen,Härjedalen,,62.572355,12.571006,0,0,341,,1,0,0
2186314,Flemingsbergs gård,Flemingsberg,Huddinge,,59.226674,17.951726,0,0,225,,1,0,0
2186385,Sågdammen,"Norrbys, Väte",Gotland,,57.454444,18.372964,0,0,25,,1,0,0
2186389,Nybygget,Bondberga,Botkyrka,,59.138000,17.725306,0,0,259,,1,0,0
2186391,Hummelmoraputten,Överby Vindö,Värmdö,,59.358435,18.670145,0,0,151,,1,0,0
2186392,Timmerdalsträsket,Löknäs Vindö,Värmdö,,59.367705,18.652807,0,0,105,,1,0,0
2186394,Hummelmoraträsket,Överby Vindö,Värmdö,,59.358403,18.675597,0,0,152,,1,0,0
2186398,Fräkensundsträsket,Fräkensundet,Värmdö,,59.270461,18.601693,0,0,38,,1,0,0
2186400,Hässelmaraträsket,Hässelmara,Värmdö,,59.285253,18.623971,0,0,10,,1,0,0
2186402,Sjöskvalpsdammen,Fågelbro,Värmdö,,59.275552,18.569470,0,0,284,,1,0,0
2186403,Korpberget,Brevik Värmdö,Värmdö,,59.296093,18.579038,0,0,132,,1,0,0
2186404,Breviksträsket,Brevik Värmdö,Värmdö,,59.297955,18.576028,0,0,131,,1,0,0
2186405,Finntorpsträsket,Finntorpet,Värmdö,,59.305930,18.568419,0,0,297,,1,0,0
2186406,Lillmosseträsket,,Värmdö,,59.310011,18.536781,0,0,225,,1,0,1
2186407,Nora Värmdö,,Värmdö,,59.317452,18.550202,0,0,186,,1,0,1
2186408,Dyppeln,Strömma,Värmdö,,59.301450,18.533987,0,0,408,,1,0,0
2186410,Hemträsket,Värmdö golfbana,Värmdö,,59.305389,18.469317,0,0,102,,1,0,0
2186411,Hagabergsträsket,Hagaberg,Värmdö,,59.306595,18.476261,0,0,25,,1,0,0
2186412,Ekvik,,Värmdö,,59.302610,18.464709,0,0,406,,1,0,1
2186413,Ekviksträsket,Ekvik,Värmdö,,59.301945,18.457630,0,0,6,,1,0,0
2186414,Ålstäksträsket,Grisslinge,Värmdö,,59.307897,18.465293,0,0,107,,1,0,0
2186416,Grusgrop V Västra Ruvallen,"Svallmyren, Ljusnedal",Härjedalen,,62.599946,12.533313,0,0,122,,1,0,0
2186428,Nygärdet,Kalvandö,Värmdö,,59.343959,18.498010,0,0,326,,1,0,0
2186429,Västerkärret,Kalvandö,Värmdö,,59.342997,18.509715,0,0,333,,1,0,0
2186430,Kopparmorakärret,Evlinge,Värmdö,,59.338041,18.562059,0,0,218,,1,0,0
2186431,Loggärdessjöarna,Saltarö,Värmdö,,59.330440,18.594318,0,0,54,,1,0,0
2186433,Edslösaviken,Edslösa,Värmdö,,59.390747,18.480762,0,0,658,,1,0,0
2186434,Vretakärret,Vreta,Värmdö,,59.404151,18.462095,0,0,421,,1,0,0
2186435,Koltorpsträsket,Edslösa,Värmdö,,59.397013,18.490589,0,0,173,,1,0,0
2186436,Nyvarpsträsket,,Värmdö,,59.397283,18.507873,0,0,225,,1,0,1
2186437,Bolviks gärde,Bolvik,Värmdö,,59.384727,18.515679,0,0,555,,1,0,0
2186438,Bolvik,,Värmdö,,59.385038,18.522390,0,0,751,,1,0,1
2186439,Träsket,Bolvik,Värmdö,,59.388026,18.529846,0,0,223,,1,0,0
2186440,Kolviken,,Värmdö,,59.352794,18.603184,0,0,409,,1,0,1
2186441,Kolviksträsket,Kolviken,Värmdö,,59.355216,18.607433,0,0,55,,1,0,0
2186442,Bodaträsket,Boda Värmdö,Värmdö,,59.364217,18.606589,0,0,13,,1,0,0
2186443,Helvetespott,,Värmdö,,59.297625,18.382145,0,0,225,,1,0,1
2186444,Nyvikspotten,,Värmdö,,59.304898,18.368463,0,0,225,,1,0,1
2186445,Tjustvikspotten,Tjustvik,Värmdö,,59.308544,18.361187,0,0,638,,1,0,0
2186447,Lilla Ekedalsträsket,,Värmdö,,59.333459,18.359373,0,0,225,,1,0,1
2186448,Stora Ekedalsträsket,,Värmdö,,59.331402,18.358860,0,0,225,,1,0,1
2186449,Betsedekärret,Aspvik Värmdö,Värmdö,,59.329281,18.425138,0,0,131,,1,0,0
2186450,Norsviksträsket,Aspvik Värmdö,Värmdö,,59.328488,18.437553,0,0,215,,1,0,0
2186451,Farstatippen,Gustavsberg,Värmdö,,59.313761,18.374581,0,0,186,,1,0,0
2186455,Grådvallen,Älvros,Härjedalen,,62.042284,14.580942,0,0,847,,1,0,0
2186457,Hässelmara färjeläge,Ornö,Haninge,,59.088949,18.415868,0,0,172,,1,0,0
2186458,Risnäset (fågeltornet),Funäsdalssjön,Härjedalen,,62.545277,12.526486,0,0,211,,1,0,0
2186463,Långmyrberget,Ljungdalen,Berg,,62.837816,12.840007,0,0,531,,1,0,0
2186467,Dyn,Lämshaga,Värmdö,,59.297772,18.401998,0,0,191,,1,0,0
2186468,Västra gärdet,Lämshaga,Värmdö,,59.297639,18.395134,0,0,191,,1,0,0
2186469,Södersved,,Värmdö,,59.291987,18.421743,0,0,225,,1,0,1
2186470,Lillängsdalsträsket,Lillängsdal,Värmdö,,59.282504,18.347299,0,0,47,,1,0,0
2186471,Nytorpsträsket,,Värmdö,,59.283091,18.354019,0,0,225,,1,0,1
2186472,Tjällmoraträsket,Forsvik,Värmdö,,59.275005,18.363235,0,0,76,,1,0,0
2186473,Forsvikssjön,Forsvik,Värmdö,,59.278342,18.367170,0,0,123,,1,0,0
2186474,Vinterkärret,,Värmdö,,59.282958,18.379100,0,0,225,,1,0,1
2186475,Stubbkärret,Bergvik Ingarö,Värmdö,,59.280324,18.393994,0,0,290,,1,0,0
2186476,Kvarnpotten,Bergvik Ingarö,Värmdö,,59.275900,18.399806,0,0,290,,1,0,0
2186480,Abborrsjön,Enkärret,Värmdö,,59.259819,18.435765,0,0,274,,1,0,0
2186481,Mörtviken,,Värmdö,,59.244108,18.439987,0,0,935,,1,0,1
2186482,Insjön,Mörtviken,Värmdö,,59.239256,18.444524,0,0,194,,1,0,0
2186483,Stormossen,Långviksträsk,Värmdö,,59.229956,18.490769,0,0,48,,1,0,0
2186484,Sjöstugan,Långvik Ingarö,Värmdö,,59.239991,18.517853,0,0,356,,1,0,0
2186485,Svartträsket,Enkärret,Värmdö,,59.260940,18.455843,0,0,250,,1,0,0
2186486,Rosenlunds grusgrop,Rosenlund,Värmdö,,59.275028,18.465185,0,0,184,,1,0,0
2186487,Fågelsången,Återvall,Värmdö,,59.271214,18.475947,0,0,265,,1,0,0
2186489,Rosenlundsträsken,Rosenlund,Värmdö,,59.278324,18.466676,0,0,184,,1,0,0
2186490,Degermossen,,Värmdö,,59.275340,18.454333,0,0,225,,1,0,1
2186493,Inre Säbyviken,Säbyfälten,Värmdö,,59.259773,18.508196,0,0,224,,1,0,0
2186494,Dyppeln,Lugnet Eknäs,Värmdö,,59.257459,18.533098,0,0,1351,,1,0,0
2186502,Tjurstaåkern,,Haninge,,59.129921,18.200748,0,0,225,,1,0,1
2186506,Renslakteriet,Flatruet,Berg,,62.728533,12.727115,0,0,947,,1,0,0
2186555,Spaagkehkenjaevrie,Skäckerfjällens naturreservat,Åre,,63.799277,12.781966,0,0,1278,,1,0,0
2186560,Ånnfjällvallen,"Ånnfjället, Ljusnedal",Härjedalen,,62.583223,12.629810,0,0,732,,1,0,0
2186561,Lillvallarna,"Ånnfjället, Ljusnedal",Härjedalen,,62.575512,12.650103,0,0,732,,1,0,0
2186562,Häckelsjön,Funäsdalen,Härjedalen,,62.564430,12.577708,0,0,686,,1,0,0
2186563,Häckelberget,Ljusnedal,Härjedalen,,62.568564,12.593410,0,0,301,,1,0,0
2186564,Grönstacksberget,Tännäs,Härjedalen,,62.472265,12.655187,0,0,576,,1,0,0
2186565,Valmåsen,Lossen,Härjedalen,,62.447718,12.750445,0,0,144,,1,0,0
2186566,Nordiåsen,Tännäs,Härjedalen,,62.457689,12.734293,0,0,767,,1,0,0
2186567,Hån,Tännäs,Härjedalen,,62.438496,12.647120,0,0,974,,1,0,0
2186568,Näckehån,Tännäs,Härjedalen,,62.448852,12.612877,0,0,1303,,1,0,0
2186569,"Bergvallen, Tännäs",,Härjedalen,,62.473178,12.596689,0,0,570,,1,0,1
2186570,Hem-Kröket,Tännäs,Härjedalen,,62.418833,12.715240,0,0,330,,1,0,0
2186571,Kröktjärnen,Tännäs,Härjedalen,,62.413509,12.718114,0,0,329,,1,0,0
2186572,Mellan-Kröket,Tännäs,Härjedalen,,62.405770,12.733619,0,0,939,,1,0,0
2186573,Ramberget,"Morslättvallen, Tännäs",Härjedalen,,62.415585,12.817432,0,0,463,,1,0,0
2186574,Pålsnäset,Lossen,Härjedalen,,62.418413,12.840384,0,0,1435,,1,0,0
2186575,Saxvallsbygget,"Skälingshån, Långå",Härjedalen,,62.451125,13.125590,0,0,562,,1,0,0
2186576,Synnaåstjärn,Långå,Härjedalen,,62.435208,13.268045,0,0,375,,1,0,0
2186577,Synnaåssjön,Långå,Härjedalen,,62.439053,13.257454,0,0,374,,1,0,0
2186578,Gästgivargården,Långå,Härjedalen,,62.449683,13.215458,0,0,328,,1,0,0
2186579,Hovden,Långå,Härjedalen,,62.470866,13.176965,0,0,82,,1,0,0
2186580,Brattbackarna,Lossen,Härjedalen,,62.452600,12.822454,0,0,446,,1,0,0
2186581,Uggvallen,Skärkdalen,Berg,,62.812490,12.818618,0,0,759,,1,0,0
2186582,Hulten,Ljungdalen,Berg,,62.833079,12.823990,0,0,531,,1,0,0
2186583,Brännan,Ljungdalen,Berg,,62.843315,12.807236,0,0,702,,1,0,0
2186584,Mjölstöten,"Högvålen, Tännäs",Härjedalen,,62.232345,12.929317,0,0,1158,,1,0,0
2186585,Blötmyrtjärn,"Högvålen, Tännäs",Härjedalen,,62.262183,12.896026,0,0,289,,1,0,0
2186586,"Rändingsvålen, Tännäs",,Härjedalen,,62.265762,12.831913,0,0,3041,,1,0,1
2186587,Kammarbäckflon,"Morslättvallen, Tännäs",Härjedalen,,62.389729,12.800849,0,0,72,,1,0,0
2186588,"Morslättvallen, Tännäs",,Härjedalen,,62.402400,12.780610,0,0,3053,,1,0,1
2186589,Svegars,Tännäs,Härjedalen,,62.453077,12.708592,0,0,767,,1,0,0
2186590,Västra Rosseltjärn,"Rosselmyrarna, Tännäs",Härjedalen,,62.484597,12.680484,0,0,191,,1,0,0
2186591,Getvallen,Funäsdalen,Härjedalen,,62.522621,12.556193,0,0,500,,1,0,0
2186592,Bodrösten,Vivallen  Funäsdalen,Härjedalen,,62.566880,12.483034,0,0,848,,1,0,0
2186593,Åsvallen,Tänndalen,Härjedalen,,62.543483,12.358824,0,0,381,,1,0,0
2186594,Vivallsfloarna,Vivallen  Funäsdalen,Härjedalen,,62.575557,12.459085,0,0,847,,1,0,0
2186595,Järvåsflon,"Storruet, Tännäs",Härjedalen,,62.599851,12.457136,0,0,893,,1,0,0
2186596,Svalåvallen,Bruksvallarna,Härjedalen,,62.625413,12.414654,0,0,223,,1,0,0
2186597,Vallarfjället,Bruksvallarna,Härjedalen,,62.658563,12.512984,0,0,1040,,1,0,0
2186598,Storbäcktjärnen,Bruksvallarna,Härjedalen,,62.664103,12.477599,0,0,1040,,1,0,0
2186599,Rumpåsen,Bruksvallarna,Härjedalen,,62.633735,12.465795,0,0,1228,,1,0,0
2186600,Kroksjön,Övre Daddsjön,Härjedalen,,62.712970,12.597488,0,0,523,,1,0,0
2186601,Gråvålen,Övre Daddsjön,Härjedalen,,62.708382,12.581561,0,0,523,,1,0,0
2186602,Backmansliden,Övre Daddsjön,Härjedalen,,62.699492,12.554369,0,0,1335,,1,0,0
2186603,Mittåberget,Mittådalen,Härjedalen,,62.689911,12.582792,0,0,2061,,1,0,0
2186604,Gunnarsstöten,Mittådalen,Härjedalen,,62.706590,12.636898,0,0,527,,1,0,0
2186605,Gunnarssjön,Mittådalen,Härjedalen,,62.700880,12.622650,0,0,526,,1,0,0
2186606,Mjölkåsvallen,Mittådalen,Härjedalen,,62.679737,12.749968,0,0,539,,1,0,0
2186607,Högrensvåltjärnen,Storsjö,Berg,,62.760827,12.999763,0,0,402,,1,0,0
2186608,Juliusvallen,Storsjö,Berg,,62.783219,13.065259,0,0,669,,1,0,0
2186609,Lövnäset,Storsjö,Berg,,62.783991,13.119293,0,0,352,,1,0,0
2186610,Lövön,Storsjö,Berg,,62.786103,13.131052,0,0,351,,1,0,0
2186611,Hållvallen,Storsjö,Berg,,62.778227,13.141760,0,0,777,,1,0,0
2186612,Över Sölvbacktjärn,"Sölvbackhån, Storsjö",Berg,,62.811287,13.224908,0,0,259,,1,0,0
2186613,Neder Sölvbacktjärn,"Sölvbackhån, Storsjö",Berg,,62.802979,13.232103,0,0,419,,1,0,0
2186614,Bergvallen,Storsjö,Berg,,62.821867,13.185310,0,0,1448,,1,0,0
2186615,Bottenbäckviken,Storsjö,Berg,,62.826302,13.097167,0,0,418,,1,0,0
2186616,Knättjärnen,Storsjö,Berg,,62.821436,13.073084,0,0,511,,1,0,0
2186617,Rörtjärnen,Storsjö,Berg,,62.815363,13.056375,0,0,594,,1,0,0
2186618,Tandåtjärnen,Storsjö,Berg,,62.817957,13.005701,0,0,589,,1,0,0
2186619,Väster Sätertjärn,Storsjö,Berg,,62.831299,12.981455,0,0,351,,1,0,0
2186620,Öster Sätertjärn,Storsjö,Berg,,62.827447,12.990852,0,0,351,,1,0,0
2186621,Dalsjöberget,"Över-Dalsjön, Storsjö",Berg,,62.809522,12.882497,0,0,1285,,1,0,0
2186622,Orrtjärnen,Skärkdalen,Berg,,62.813606,12.845783,0,0,759,,1,0,0
2186623,Ängesvallen,Ljungdalen,Berg,,62.883215,12.741982,0,0,663,,1,0,0
2186624,Himmelsrasta,Kesudalen,Berg,,62.890690,12.653436,0,0,809,,1,0,0
2186625,Krustjärnstöten,"Ljungsjöarna, Storsjö",Berg,,62.941120,12.619821,0,0,202,,1,0,0
2186626,Ljungris,Vargtjärnstöten,Berg,,62.940050,12.721052,0,0,1261,,1,0,0
2186627,Dunsjön,"Dunsjöfjället, Storsjö",Berg,,62.924308,12.794615,0,0,315,,1,0,0
2186628,Övre Lillvålen,Ljungdalen,Berg,,62.880656,12.827816,0,0,619,,1,0,0
2186629,Nedre Lillvålen,Ljungdalen,Berg,,62.870552,12.829820,0,0,619,,1,0,0
2186630,Dorditjärnen,Ljungdalen,Berg,,62.878383,12.792638,0,0,1358,,1,0,0
2186631,Småbodarna,Ljungdalen,Berg,,62.829744,12.892073,0,0,455,,1,0,0
2186632,Styggåsen,"Västsätern, Storsjö",Berg,,62.839403,12.925095,0,0,796,,1,0,0
2186633,Malinmyren,"Västsätern, Storsjö",Berg,,62.837918,12.953518,0,0,796,,1,0,0
2186634,"Nyslåttmyrarna, Storsjö","Västsätern, Storsjö",Berg,,62.861272,12.985255,0,0,839,,1,0,0
2186635,Stormyren,"Västsätern, Storsjö",Berg,,62.849362,13.000347,0,0,839,,1,0,0
2186636,Korskällbackarna,Korskällhögen,Härjedalen,,62.061992,14.169882,0,0,209,,1,0,0
2186637,Korskällhögen,,Härjedalen,,62.056292,14.189123,0,0,1476,,1,0,1
2186638,Hemdesttjärnarna,"Herrö, Sveg",Härjedalen,,62.036299,14.115839,0,0,52,,1,0,0
2186639,Stenolremmet,"Mosätt, Sveg",Härjedalen,,62.064689,14.053235,0,0,383,,1,0,0
2186640,Svedbergstjärn,"Mosätt, Sveg",Härjedalen,,62.060514,14.042770,0,0,382,,1,0,0
2186641,Slåttsjön,"Mosätt, Sveg",Härjedalen,,62.095563,14.060458,0,0,95,,1,0,0
2186642,Tillberget,"Mosätt, Sveg",Härjedalen,,62.071880,14.012254,0,0,1753,,1,0,0
2186643,Svedberget,"Mosätt, Sveg",Härjedalen,,62.055699,14.030993,0,0,434,,1,0,0
2186644,Käringknätten,"Hocksjön, Sveg",Härjedalen,,62.031838,14.074624,0,0,1672,,1,0,0
2186645,Stenbodberget,"Hocksjön, Sveg",Härjedalen,,62.013658,14.063243,0,0,576,,1,0,0
2186646,Svaden,"Hocksjön, Sveg",Härjedalen,,62.011335,14.043129,0,0,576,,1,0,0
2186647,Hocksjöberget,"Hocksjön, Sveg",Härjedalen,,62.006052,14.002382,0,0,808,,1,0,0
2186648,Orrmanberget,"Hocksjön, Sveg",Härjedalen,,62.016301,13.983248,0,0,808,,1,0,0
2186649,"Skjolmberget, Linsell",,Härjedalen,,62.220223,13.820006,0,0,570,,1,0,1
2186650,Juvan,Stavsjön Hedeviken,Härjedalen,,62.324995,13.693837,0,0,202,,1,0,0
2186651,Vägabäckkojan,Sånfjället,Härjedalen,,62.327465,13.655839,0,0,50,,1,0,0
2186652,Röstarna,Hede,Härjedalen,,62.441135,13.489776,0,0,1735,,1,0,0
2186653,Synderberget,"Säterberget, Hede",Härjedalen,,62.459761,13.449756,0,0,727,,1,0,0
2186654,"Stor-Frägnen, Hede",,Härjedalen,,62.468100,13.365521,0,0,570,,1,0,1
2186655,Vettaberget,Långå,Härjedalen,,62.454502,13.317389,0,0,475,,1,0,0
2186656,Skansberget,Långå,Härjedalen,,62.461502,13.247788,0,0,1253,,1,0,0
2186657,Långåknätten,Långå,Härjedalen,,62.434040,13.228824,0,0,617,,1,0,0
