id,lokalitet,hovedlokalitet,kommune,fylke,lat,lon,count,observers,radius,geometry,public,mine,super
2075061,Bullerön,,Värmdö,,59.204214,18.844858,0,0,3902,,1,0,1
2075062,Brandskärgården,,Värmdö,,59.228485,18.894912,0,0,1978,,1,0,1
2075063,Näsudden,Runmarö skärgård,Värmdö,,59.302803,18.785165,0,0,325,,1,0,0
2075064,Runmarö,Runmarö skärgård,Värmdö,,59.275506,18.764791,0,0,196,,1,0,0
2075065,Vidskären,Runmarö skärgård,Värmdö,,59.242137,18.822212,0,0,500,,1,0,0
2075066,Sandhamn,,Värmdö,,59.287111,18.917631,0,0,1832,,1,0,1
2075067,Grönskär,Grönskärs skärgård,Värmdö,,59.278213,19.024485,0,0,303,,1,0,0
2075068,Horssten,,Värmdö,,59.302844,19.140718,0,0,3386,,1,0,1
2075069,Björkskärgården,,Värmdö,,59.364208,19.126695,0,0,1936,,1,0,1
2075070,Vishamnsberget,,Värmdö,,59.219715,18.489664,0,0,225,,1,0,1
2075071,Säbyviken Ingarö,,Värmdö,,59.255677,18.515527,0,0,225,,1,0,1
2075072,Lillängsdal,,Värmdö,,59.279668,18.345215,0,0,377,,1,0,1
2075073,Forsviks gods,Forsvik,Värmdö,,59.276102,18.366478,0,0,124,,1,0,0
2075074,Ingarö kyrka,,Värmdö,,59.289863,18.406732,0,0,225,,1,0,1
2075075,Hötterskär,Sudskärgården,Värmdö,,59.250965,18.923173,0,0,312,,1,0,0
2075199,Bogesunds slott,Bogesundslandet,Vaxholm,,59.393775,18.285774,0,0,740,,1,0,0
2075234,Tynningö,,Vaxholm,,59.382627,18.381830,0,0,225,,1,0,1
2075235,Rindö,,Vaxholm,,59.398760,18.401584,0,0,424,,1,0,1
2075236,Resarö,,Vaxholm,,59.429403,18.323602,0,0,1930,,1,0,1
2075237,Bogesundslandet,,Vaxholm,,59.399112,18.219514,0,0,5991,,1,0,1
2075238,Ådalen,Bogesundslandet,Vaxholm,,59.389846,18.209596,0,0,470,,1,0,0
2075239,Frösvik,Bogesundslandet,Vaxholm,,59.401668,18.165678,0,0,392,,1,0,0
2075240,Dammstakärret,Bogesundslandet,Vaxholm,,59.412645,18.263711,0,0,560,,1,0,0
2075241,Röskär,Bogesundslandet,Vaxholm,,59.419556,18.166145,0,0,388,,1,0,0
2075242,Rydboholm,Östra Ryd,Österåker,,59.440056,18.186123,0,0,150,,1,0,0
2075243,Östra Ryd,,Österåker,,59.448537,18.195223,0,0,2500,,1,0,1
2075244,Aluddens fyr,Djursholm,Danderyd,,59.392732,18.092941,0,0,158,,1,0,0
2075245,Ekebysjön,,Danderyd,,59.407201,18.051205,0,0,750,,1,0,1
2075246,Rösjön,,Sollentuna,,59.439906,17.997639,0,0,1325,,1,0,1
2075247,Fjäturen,,Sollentuna,,59.459289,17.991539,0,0,793,,1,0,1
2075248,Väsjöbacken,,Sollentuna,,59.453509,17.972432,0,0,834,,1,0,1
2075249,Edsbergs slott,,Sollentuna,,59.440298,17.956146,0,0,2137,,1,0,1
2075250,Sollentunaholm,,Sollentuna,,59.466774,17.925028,0,0,500,,1,0,1
2075251,Norrviken,,Sollentuna,,59.474422,17.926412,0,0,1967,,1,0,1
2075252,Ravalen,Norra Järvafältet,Sollentuna,,59.447765,17.908517,0,0,380,,1,0,0
2075253,Väsby gård,Norra Järvafältet,Sollentuna,,59.441267,17.898824,0,0,143,,1,0,0
2075254,Väsby sjöäng,Norra Järvafältet,Sollentuna,,59.438951,17.896462,0,0,142,,1,0,0
2075255,Bögs gård,Norra Järvafältet,Sollentuna,,59.440043,17.911895,0,0,287,,1,0,0
2075256,Fäboda gård,Norra Järvafältet,Sollentuna,,59.463666,17.868524,0,0,245,,1,0,0
2075257,Hägernäsviken,,Täby,,59.443600,18.141953,0,0,1208,,1,0,1
2075258,Rönningesjön,,Täby,,59.462785,18.102688,0,0,1537,,1,0,1
2075259,Ullnasjön,,Täby,,59.482360,18.141917,0,0,2000,,1,0,1
2075260,Hagbytippen,,Täby,,59.477429,18.006254,0,0,2778,,1,0,1
2075261,Ullnabacken,,Täby,,59.470722,18.141450,0,0,225,,1,0,1
2075262,Skålhamra,,Täby,,59.501085,18.015138,0,0,750,,1,0,1
2075263,Viksjö golfbana,Viksjö,Järfälla,,59.398939,17.824102,0,0,48,,1,0,0
2075264,Barkarby flygfält,Norra Järvafältet,Järfälla,,59.415164,17.868299,0,0,352,,1,0,0
2075265,Säbysjön,Norra Järvafältet,Järfälla,,59.434456,17.869054,0,0,62,,1,0,0
2075266,Älgkärrstippen,Norra Järvafältet,Sollentuna,,59.430441,17.878855,0,0,159,,1,0,0
2075267,30 m-kärret,Norra Järvafältet,Järfälla,,59.424336,17.878675,0,0,189,,1,0,0
2075268,Fågeltornet,Norra Järvafältet,Järfälla,,59.426936,17.870590,0,0,150,,1,0,0
2075269,Säby gård,Norra Järvafältet,Järfälla,,59.426205,17.862380,0,0,102,,1,0,0
2075270,Rocksta,Norra Järvafältet,Järfälla,,59.441093,17.862883,0,0,421,,1,0,0
2075271,Finnängen,Norra Järvafältet,Järfälla,,59.444048,17.870060,0,0,93,,1,0,0
2075272,Översjön,Norra Järvafältet,Järfälla,,59.454966,17.845024,0,0,34,,1,0,0
2075273,Molnsättra,Norra Järvafältet,Järfälla,,59.456326,17.840281,0,0,269,,1,0,0
2075274,Ängsjö friluftsgård,,Järfälla,,59.501760,17.808184,0,0,1055,,1,0,1
2075408,Stentäppmalmen,Utö,Haninge,,58.938369,18.276871,0,0,405,,1,0,0
2075449,Dalkarlsäng,Bornsjön,Salem,,59.262377,17.682726,0,0,245,,1,0,0
2075450,Skårbydammen,Bornsjön,Salem,,59.225093,17.730938,0,0,317,,1,0,0
2075451,Nya tippen Gladökvarn,,Huddinge,,59.173690,17.983922,0,0,225,,1,0,1
2075452,Gamla tippen Gladökvarn,,Huddinge,,59.183070,17.996399,0,0,1363,,1,0,1
2075453,Gladö ridstall,,Huddinge,,59.195834,18.003640,0,0,225,,1,0,1
2075508,Kungshatt,,Ekerö,,59.296056,17.887227,0,0,1412,,1,0,1
2075509,Kärsön,,Ekerö,,59.320724,17.906828,0,0,2899,,1,0,1
2075510,Lovö kyrka,Lovön,Ekerö,,59.321994,17.839167,0,0,163,,1,0,0
2075511,Edeby herrgård,Lovön,Ekerö,,59.310181,17.864625,0,0,110,,1,0,0
2075512,Lambarudd,Lovön,Ekerö,,59.351736,17.811301,0,0,405,,1,0,0
2075513,Drottningholms slott,Lovön,Ekerö,,59.322796,17.888089,0,0,158,,1,0,0
2075514,Norrby,Lovön,Ekerö,,59.331640,17.825890,0,0,145,,1,0,0
2075515,Hogsta herrgård,Lovön,Ekerö,,59.333780,17.852579,0,0,167,,1,0,0
2075516,Adelsö,,Ekerö,,59.369993,17.512567,0,0,4369,,1,0,1
2075517,Väsby hage,Munsö,Ekerö,,59.404074,17.532509,0,0,82,,1,0,0
2075518,Munsö kyrka,Munsö,Ekerö,,59.401161,17.561040,0,0,331,,1,0,0
2075519,Menhammarsviken,,Ekerö,,59.323158,17.653045,0,0,1511,,1,0,1
2075520,Fladen,Ekerö,Ekerö,,59.350756,17.635411,0,0,132,,1,0,0
2075521,Menhammars herrgård,Menhammarsviken,Ekerö,,59.326160,17.637729,0,0,598,,1,0,0
2075522,Skytteholms herrgård,Menhammarsviken,Ekerö,,59.320642,17.665927,0,0,142,,1,0,0
2075523,Skå kyrka,Svartsjölandet,Ekerö,,59.332900,17.742814,0,0,438,,1,0,0
2075524,Svartsjöviken,,Ekerö,,59.353169,17.729106,0,0,1776,,1,0,1
2075525,Törnbyviken,Svartsjölandet,Ekerö,,59.321746,17.726015,0,0,825,,1,0,0
2075526,Eldgarnsö,,Ekerö,,59.435415,17.645185,0,0,2405,,1,0,1
2075573,Upplands-Bro,,Upplands-Bro,,59.515047,17.639831,0,0,5938,,1,0,1
2075574,Stäkets ström,,Järfälla,,59.471164,17.792500,0,0,7718,,1,0,1
2075575,Stäksön,,Upplands-Bro,,59.480969,17.777192,0,0,1729,,1,0,1
2075576,Dalkarlskärret,Stäksön,Upplands-Bro,,59.477237,17.772314,0,0,241,,1,0,0
2075577,Lillsjön,Kungsängen,Upplands-Bro,,59.487337,17.707959,0,0,231,,1,0,0
2075578,Örnässjön,Upplands-Bro,Upplands-Bro,,59.499139,17.707645,0,0,1780,,1,0,0
2075579,Tibbleviken,Kungsängen,Upplands-Bro,,59.472638,17.738044,0,0,950,,1,0,0
2075580,KF-lagret,Broängarna,Upplands-Bro,,59.495350,17.663906,0,0,440,,1,0,0
2075581,Östra viken,Broängarna,Upplands-Bro,,59.479541,17.668847,0,0,219,,1,0,0
2075582,Västra viken,Broängarna,Upplands-Bro,,59.489234,17.644242,0,0,349,,1,0,0
2075583,Laggarudden,Broängarna,Upplands-Bro,,59.484637,17.656558,0,0,229,,1,0,0
2075584,Bro gård,Broängarna,Upplands-Bro,,59.495915,17.626365,0,0,475,,1,0,0
2075585,Högbytorpstippen,Upplands-Bro,Upplands-Bro,,59.543086,17.625871,0,0,1028,,1,0,0
2075586,Ådö slott,Lagnö,Upplands-Bro,,59.464031,17.582015,0,0,483,,1,0,0
2075587,Låssa,,Upplands-Bro,,59.509391,17.564687,0,0,4414,,1,0,1
2075588,Lejondalssjön,Upplands-Bro,Upplands-Bro,,59.536838,17.685573,0,0,832,,1,0,0
2075589,Ruddammen,,Upplands-Bro,,59.579043,17.724758,0,0,225,,1,0,1
2075590,Västra Ryds k:a,Upplands-Bro,Upplands-Bro,,59.534178,17.765766,0,0,1505,,1,0,0
2075591,Skråmsta viltvatten,Upplands-Bro,Upplands-Bro,,59.575477,17.630515,0,0,830,,1,0,0
2075592,Håtuna kyrka,,Upplands-Bro,,59.622986,17.608354,0,0,1763,,1,0,1
2075593,Nyborgs gods,Upplands-Bro,Upplands-Bro,,59.630040,17.541259,0,0,207,,1,0,0
2075594,Hjälstaviken,,Enköping,,59.665406,17.382661,0,0,2353,,1,0,1
2075595,Kvarnberget,Hjälstaviken,Håbo,,59.662021,17.393737,0,0,105,,1,0,0
2075596,Stora parnassen,Hjälstaviken,Enköping,,59.655641,17.385967,0,0,306,,1,0,0
2075597,Lilla parnassen,Hjälstaviken,Enköping,,59.661604,17.369905,0,0,237,,1,0,0
2075598,Kokullen,Hjälstaviken,Enköping,,59.669743,17.367983,0,0,158,,1,0,0
2075599,Fågeltornet,Hjälstaviken,Enköping,,59.666994,17.374361,0,0,207,,1,0,0
2075600,Spången,Hjälstaviken,Enköping,,59.678805,17.377523,0,0,232,,1,0,0
2075612,Grystaviken,,Enköping,,59.520566,17.401732,0,0,1185,,1,0,1
2075613,Sigtuna,,Sigtuna,,59.619274,17.718793,0,0,3737,,1,0,1
2075614,Fysingen,,Sigtuna,,59.568484,17.923366,0,0,3550,,1,0,1
2075615,Skånela,Fysingen,Sigtuna,,59.581122,17.949480,0,0,300,,1,0,0
2075616,Ströms kulle,Fysingen,Sigtuna,,59.578770,17.912416,0,0,98,,1,0,0
2075617,Ströms gård,Fysingen,Sigtuna,,59.582259,17.910421,0,0,152,,1,0,0
2075618,Steninge slott,Märsta,Sigtuna,,59.601547,17.799641,0,0,628,,1,0,0
2075619,Venngarns slott,Sigtuna,Sigtuna,,59.651502,17.721389,0,0,186,,1,0,0
2075620,Maren,Garnsviken Sigtuna,Sigtuna,,59.661699,17.706782,0,0,735,,1,0,0
2075621,Tegelhagsskogen,Tegelhagen,Sollentuna,,59.408239,17.993004,0,0,250,,1,0,0
2075627,Kuppen,,Gotland,,57.422254,18.929003,0,0,100,,1,0,1
2075628,Herrvik,,Gotland,,57.422109,18.914864,0,0,1172,,1,0,1
2075629,Östergarnsholm,,Gotland,,57.442312,18.976021,0,0,1299,,1,0,1
2075967,Enköping kommun,,Enköping,,59.635680,17.078492,0,0,1433,,1,0,1
2075968,Brandholmssund,,Enköping,,59.448030,17.390782,0,0,1358,,1,0,1
2075969,Härjarö herrgård,Härjarö NR,Enköping,,59.468974,17.401310,0,0,351,,1,0,0
2075970,Ön,Veckholm s:n,Enköping,,59.488281,17.366896,0,0,139,,1,0,0
2075971,Grönsö herrgård,Grönsö,Enköping,,59.472729,17.246450,0,0,324,,1,0,0
2075977,Brukets skidbacke,Görvälns naturreservat,Järfälla,,59.431866,17.775216,0,0,427,,1,0,0
2075978,Upplands-Väsby,,Upplands Väsby,,59.520297,17.888305,0,0,4315,,1,0,1
2075979,Edssjön,,Upplands Väsby,,59.502585,17.875010,0,0,1640,,1,0,1
2075980,Antuna gård,Edssjön,Upplands Väsby,,59.493193,17.891530,0,0,260,,1,0,0
2075981,Oxundasjön,,Upplands Väsby,,59.552560,17.870096,0,0,2648,,1,0,1
2075982,Runsa,,Upplands Väsby,,59.558846,17.824578,0,0,3683,,1,0,1
2075983,"Skedviken med omgivning, Fasterna",,Norrtälje,,59.772429,18.280518,0,0,3697,,1,0,1
2075984,Mörby slottsruin,"Skedviken med omgivning, Fasterna",Norrtälje,,59.763473,18.244694,0,0,526,,1,0,0
2075985,Rånäs,"Gavel - Långsjön, Fasterna",Norrtälje,,59.801907,18.301108,0,0,819,,1,0,0
2075986,Erken,,Norrtälje,,59.846257,18.567934,0,0,5250,,1,0,1
2075987,"Kristineholm, Lohärad",Erken,Norrtälje,,59.857816,18.474195,0,0,539,,1,0,0
2075988,"Syningen, Rimbo",,Norrtälje,,59.762256,18.362112,0,0,2090,,1,0,1
2075990,Skatudden,,Norrtälje,,60.110067,18.837168,0,0,350,,1,0,1
2075991,Örsten,Singö,Norrtälje,,60.160190,18.813678,0,0,852,,1,0,0
2075992,Kalvskäret,Singö,Norrtälje,,60.175365,18.808988,0,0,388,,1,0,0
2075993,"Grisslehamn, med båda hamnen",Väddö sn,Norrtälje,,60.099716,18.808898,0,0,964,,1,0,0
2075998,Kalmar k:a,Kalmar sn,Håbo,,59.540713,17.521756,0,0,345,,1,0,0
2075999,Kalmarsand,Bålsta,Håbo,,59.551850,17.555174,0,0,374,,1,0,0
2076000,Yttergran k:a,Yttergran,Håbo,,59.603229,17.506431,0,0,754,,1,0,0
2076001,Varpsund,Övergran,Håbo,,59.630240,17.500619,0,0,246,,1,0,0
2076002,Övergran k:a,Övergran,Håbo,,59.631480,17.484324,0,0,186,,1,0,0
2076003,Kräggaslätten,,Håbo,,59.607337,17.471073,0,0,2879,,1,0,1
2076004,Biskops-Arnö,,Håbo,,59.666858,17.491043,0,0,750,,1,0,1
2076005,Sjöö slott,Holm sn,Enköping,,59.718550,17.508677,0,0,512,,1,0,0
2076006,Dumdalsslätten,,Enköping,,59.699533,17.409512,0,0,3757,,1,0,1
2076007,"Lårstaviken, inre delen",,Uppsala,,59.731965,17.416007,0,0,2894,,1,0,1
2076008,Hårbyslätten,,Enköping,,59.683222,17.347420,0,0,3856,,1,0,1
2076009,Hjälsta k:a,Hjälsta sn,Enköping,,59.688663,17.385141,0,0,225,,1,0,0
2076010,Giresta k:a,Giresta sn,Enköping,,59.723714,17.346459,0,0,592,,1,0,0
2076011,Alstasjön,,Enköping,,59.740413,17.248911,0,0,1953,,1,0,1
2076012,Landsberga herrgård,Landsbergaslätten,Enköping,,59.741359,17.182723,0,0,288,,1,0,0
2076013,Grillby,,Enköping,,59.626098,17.256996,0,0,3535,,1,0,1
2076014,Sisshammarsviken,,Enköping,,59.615081,17.327613,0,0,2091,,1,0,1
2076015,Gamla järnvägsbron,Ekolsund,Enköping,,59.619515,17.383775,0,0,154,,1,0,0
2076016,"Alasjön, Vassunda",,Knivsta,,59.688074,17.721955,0,0,2770,,1,0,1
2076017,"Hosjön, Knutby",,Uppsala,,59.917513,18.314888,0,0,2681,,1,0,1
2076018,Berget,"Hosjön, Knutby",Uppsala,,59.912677,18.302913,0,0,276,,1,0,0
2076019,Badplatsen,"Hosjön, Knutby",Uppsala,,59.920890,18.310594,0,0,520,,1,0,0
2076020,Kärven med omgivning,,Uppsala,,59.909930,18.163495,0,0,4611,,1,0,1
2076021,Björnsundet,"Vällen, Bladåker",Uppsala,,60.014052,18.343059,0,0,311,,1,0,0
2076022,"Pansaruddens NR, Bladåker",,Uppsala,,59.987372,18.337867,0,0,2990,,1,0,1
2076023,Bennebols bruk,Bladåker,Uppsala,,59.957227,18.364358,0,0,312,,1,0,0
2076024,Vällnora,Knutby,Uppsala,,59.957281,18.341873,0,0,514,,1,0,0
2076025,Kolarmora,"Gisslaren, Harg",Uppsala,,60.047335,18.371096,0,0,218,,1,0,0
2076026,"Gisslaren, Harg",,Östhammar,,60.109660,18.380743,0,0,5258,,1,0,1
2076033,Tegelhagen,,Sollentuna,,59.408005,17.980221,0,0,1252,,1,0,1
2076034,Helenelund,,Sollentuna,,59.410268,17.962928,0,0,1397,,1,0,1
2076168,Lämshaga,,Värmdö,,59.299432,18.405106,0,0,1275,,1,0,1
2076169,Lillängen,,Värmdö,,59.300381,18.352168,0,0,723,,1,0,1
2076170,Beatelund,,Värmdö,,59.294084,18.355752,0,0,766,,1,0,1
2076171,Ösby träsk,Gustavsberg,Värmdö,,59.326673,18.420224,0,0,665,,1,0,0
2076172,Skeviksbacken,,Värmdö,,59.352835,18.370458,0,0,225,,1,0,1
2076173,Malmaön,Malma,Värmdö,,59.252114,18.648855,0,0,481,,1,0,0
2076174,Vinterhamnen,Stavsnäs,Värmdö,,59.286363,18.703796,0,0,233,,1,0,0
2076175,Strömma kanal,Strömma,Värmdö,,59.286033,18.550274,0,0,403,,1,0,0
2076176,Djurö,,Värmdö,,59.318410,18.707524,0,0,1709,,1,0,1
2076177,Brevik Värmdö,,Värmdö,,59.289134,18.586718,0,0,1261,,1,0,1
2076178,Morträsket,,Värmdö,,59.297960,18.595656,0,0,951,,1,0,1
2076179,Hemmesta träsk,,Värmdö,,59.329853,18.488209,0,0,225,,1,0,1
2076180,Älvsbyfälten,,Värmdö,,59.324542,18.544165,0,0,1198,,1,0,1
2076181,Evlinge träsk,Evlinge,Värmdö,,59.347417,18.535191,0,0,141,,1,0,0
2076182,Stora träsket,Siggesta,Värmdö,,59.375920,18.511206,0,0,330,,1,0,0
2076183,Kvisthamraviken,Norrtäljeviken,Norrtälje,,59.749913,18.720531,0,0,425,,1,0,0
2076184,Norrtälje hamn,Norrtäljeviken,Norrtälje,,59.760320,18.720774,0,0,467,,1,0,0
2076185,"Lommaren, Malsta/Frötuna mfl",,Norrtälje,,59.756547,18.631939,0,0,5244,,1,0,1
2076186,Sundsta viltvatten,"Lommaren, Malsta/Frötuna mfl",Norrtälje,,59.752239,18.559868,0,0,112,,1,0,0
2076187,Björkarn,Skederid,Norrtälje,,59.733785,18.463963,0,0,152,,1,0,0
2076188,Kundbysjön område,,Norrtälje,,59.734102,18.401072,0,0,500,,1,0,1
2076189,Rimbo reningsverk,Rimbo,Norrtälje,,59.741721,18.379459,0,0,242,,1,0,0
2076190,Rimbo k:a,Rimbo,Norrtälje,,59.747012,18.382819,0,0,65,,1,0,0
2076191,Rudungen,Skederid,Norrtälje,,59.778416,18.461475,0,0,911,,1,0,0
2076194,"Uttran, Närtuna/Gottröra",,Norrtälje,,59.711338,18.219056,0,0,350,,1,0,1
2076223,Gottröra k:a,Gottröra,Norrtälje,,59.739915,18.158231,0,0,207,,1,0,0
2076224,Vängsjön,Gottröra,Norrtälje,,59.772311,18.119765,0,0,595,,1,0,0
2076225,Sörbodaviken,"Skedviken med omgivning, Fasterna",Norrtälje,,59.755275,18.274922,0,0,500,,1,0,0
2076226,"Gavel - Långsjön, Fasterna",,Norrtälje,,59.832550,18.302833,0,0,4506,,1,0,1
2076227,Trehörningen,Edsbro,Norrtälje,,59.840544,18.396581,0,0,518,,1,0,0
2076228,"Ältan, Edsbro/Lohärad",,Norrtälje,,59.820269,18.458241,0,0,350,,1,0,1
2076229,Lohärad k:a,Lohärad,Norrtälje,,59.807138,18.558799,0,0,384,,1,0,0
2076230,Ekasjön,Estuna,Norrtälje,,59.815671,18.669830,0,0,409,,1,0,0
2076231,Roslags-Bro k:a,Roslags-Bro,Norrtälje,,59.828668,18.739081,0,0,167,,1,0,0
2076232,"Brosjön, Roslags-Bro",,Norrtälje,,59.844421,18.722472,0,0,701,,1,0,1
2076236,Vätö k:a,Vätö,Norrtälje,,59.816909,18.920011,0,0,623,,1,0,0
2076239,Harö,Roslags-Bro,Norrtälje,,59.882729,18.930728,0,0,1066,,1,0,0
2076241,"Andersvedjedjupet, Roslags-Bro/Vätö",,Norrtälje,,59.858145,18.912052,0,0,350,,1,0,1
2076246,Ösmaren,Roslags-Bro,Norrtälje,,59.864365,18.792316,0,0,436,,1,0,0
2076248,Norsjön,Roslags-Bro,Norrtälje,,59.870633,18.841903,0,0,275,,1,0,0
2076249,Söderby-Karl k:a,Söderby-Karl,Norrtälje,,59.881868,18.699574,0,0,541,,1,0,0
2076250,"Ströjan, Söderby-Karl",,Norrtälje,,59.929592,18.686575,0,0,1756,,1,0,1
2076252,"Sonöbron, Ununge/Söderby-Karl",,Norrtälje,,59.903394,18.590797,0,0,350,,1,0,1
2076253,Edsbro k:a,Edsbro,Norrtälje,,59.894203,18.490266,0,0,213,,1,0,0
2076254,Skebobruk,Ununge,Norrtälje,,59.968760,18.606095,0,0,141,,1,0,0
2076255,Edebo k:a,Edebo,Norrtälje,,60.007725,18.577214,0,0,366,,1,0,0
2076256,Hallstaviks k:a,Häverö,Norrtälje,,60.064616,18.595306,0,0,918,,1,0,0
2076270,Häverö k:a,Häverö,Norrtälje,,60.040216,18.680664,0,0,474,,1,0,0
2076273,Trästabron,Väddö sn,Norrtälje,,60.047384,18.771349,0,0,292,,1,0,0
2076280,Norrby,Häverö,Norrtälje,,60.066606,18.751236,0,0,483,,1,0,0
2076281,Herräng,Häverö,Norrtälje,,60.132215,18.646824,0,0,461,,1,0,0
2076283,Idö,"Arholma, Björkö-Arholma",Norrtälje,,59.804012,19.129696,0,0,1506,,1,0,0
2076285,Arholma kapell,"Arholma, Björkö-Arholma",Norrtälje,,59.845986,19.111092,0,0,96,,1,0,0
2076287,Björkö-Arholma kyrka,Björkö-Arholma,Norrtälje,,59.861835,19.040736,0,0,295,,1,0,0
2076289,Simpnäs (Simpnäs brygga),Björkö-Arholma,Norrtälje,,59.870169,19.077935,0,0,205,,1,0,0
2076292,Simpnäsklubb,Björkö-Arholma,Norrtälje,,59.893717,19.078213,0,0,900,,1,0,0
2076296,Skaten,Björkö-Arholma,Norrtälje,,59.903223,19.033765,0,0,191,,1,0,0
2076299,Väddö sn,,Norrtälje,,59.998788,18.839208,0,0,5354,,1,0,1
2076300,Bagghusbron,Väddö sn,Norrtälje,,59.939660,18.848622,0,0,229,,1,0,0
2076302,Älmstabron,Väddö sn,Norrtälje,,59.973620,18.814827,0,0,226,,1,0,0
2076306,Bisslinge gård,Edssjön,Upplands Väsby,,59.493968,17.882304,0,0,260,,1,0,0
2076307,Värmdö,,Värmdö,,59.326307,18.561305,0,0,225,,1,0,1
2076308,Täljöviken,,Österåker,,59.460083,18.281111,0,0,1375,,1,0,1
2076309,Österåkers kyrka,,Österåker,,59.507778,18.283061,0,0,1532,,1,0,1
2076310,Margretelunds slott,,Österåker,,59.458024,18.337112,0,0,750,,1,0,1
2076311,Sätterfjärden,,Österåker,,59.466044,18.320664,0,0,750,,1,0,1
2076312,Sjökarby ridskola,,Österåker,,59.505147,18.308914,0,0,400,,1,0,1
2076313,Solbergasjön,,Österåker,,59.495295,18.366074,0,0,400,,1,0,1
2076314,Isättraviken,,Österåker,,59.479956,18.412472,0,0,500,,1,0,1
2076315,Norsviken,Norra Ljusterö,Österåker,,59.513302,18.652169,0,0,425,,1,0,0
2076316,Västra Lagnö,,Österåker,,59.532907,18.712887,0,0,2500,,1,0,1
2076317,Östra Lagnö,,Österåker,,59.545335,18.798873,0,0,2500,,1,0,1
2076318,Östanå färjeläge,,Österåker,,59.548303,18.575319,0,0,1855,,1,0,1
2076319,Vira bruk,,Österåker,,59.571360,18.545809,0,0,300,,1,0,1
2076320,Losjön,,Österåker,,59.567283,18.558915,0,0,500,,1,0,1
2076321,Viren,,Österåker,,59.571091,18.523216,0,0,1000,,1,0,1
2076322,Largen,,Österåker,,59.591113,18.520512,0,0,1000,,1,0,1
2076323,Vada kyrka,Vadadalen,Vallentuna,,59.577706,18.204961,0,0,156,,1,0,0
2076324,Brotorp bro,Vadadalen,Vallentuna,,59.601656,18.211914,0,0,382,,1,0,0
2076325,Helgösjön,,Vallentuna,,59.615694,18.200883,0,0,1059,,1,0,1
2076326,Norrsjön,,Vallentuna,,59.586334,18.303641,0,0,352,,1,0,1
2076327,Össeby-Garn,,Vallentuna,,59.563693,18.256219,0,0,3080,,1,0,1
2076328,Vivelstasjön,,Vallentuna,,59.593650,18.053972,0,0,225,,1,0,1
2076329,Markims kyrka,,Vallentuna,,59.606533,18.049786,0,0,3018,,1,0,1
2076330,Orkesta kyrka,,Vallentuna,,59.604979,18.110027,0,0,2500,,1,0,1
2076331,Kårsta kyrka,,Vallentuna,,59.652900,18.239870,0,0,750,,1,0,1
2076332,Södra Fladen,Utö,Haninge,,58.946878,18.290624,0,0,191,,1,0,0
2076333,Västra Fladen,Utö,Haninge,,58.935588,18.289250,0,0,129,,1,0,0
2076334,Östra Fladen,Utö,Haninge,,58.947545,18.314744,0,0,325,,1,0,0
2076335,Grän,,Haninge,,58.861524,18.198305,0,0,1172,,1,0,1
2076336,Storskär,,Haninge,,58.913554,18.398359,0,0,225,,1,0,1
2076340,Kallskär,"Kallskärs skärgård, Blidö sn",Norrtälje,,59.498295,19.168252,0,0,1298,,1,0,0
2076341,"Ängsskärs skärgård, Blidö",,Norrtälje,,59.537767,19.276786,0,0,3848,,1,0,1
2076346,"Norrpada skärgård, Rådmansö",,Norrtälje,,59.639190,19.282418,0,0,1787,,1,0,1
2076347,"Rödlöga, Blidö sn",,Norrtälje,,59.591891,19.159807,0,0,5203,,1,0,1
2076348,"Svartlöga, Blidö sn",,Norrtälje,,59.574076,19.046862,0,0,6477,,1,0,1
2076349,Kudoxa,,Norrtälje,,59.658913,19.133289,0,0,1554,,1,0,1
2076350,Rammskären,"Rammskärsfjärdens skärgård, Rådmansö",Norrtälje,,59.708511,19.281188,0,0,164,,1,0,0
2076356,Blidö k:a,Blidö,Norrtälje,,59.613895,18.891193,0,0,395,,1,0,0
2076357,Starrbäck,"Yxlan, Blidö sn",Norrtälje,,59.571933,18.764144,0,0,433,,1,0,0
2076358,"Yxlan, Blidö sn",,Norrtälje,,59.620515,18.857830,0,0,5331,,1,0,1
2076516,Furusund,Blidö,Norrtälje,,59.661037,18.914199,0,0,737,,1,0,0
2076530,Veckholms k:a,Veckholm s:n,Enköping,,59.521418,17.323372,0,0,441,,1,0,0
2076531,Kungs-Husby k:a,Kungs-Husby s:n,Enköping,,59.522393,17.272698,0,0,579,,1,0,0
2076532,Löt k:a,Löt sn,Enköping,,59.569299,17.320857,0,0,270,,1,0,0
2076533,Hummelstaviken,"Fånö, Löt",Enköping,,59.562751,17.384907,0,0,128,,1,0,0
2076534,Lillkyrka k:a,Lillkyrka s:n,Enköping,,59.561945,17.248687,0,0,370,,1,0,0
2076535,Vallby k:a,Vallby sn,Enköping,,59.553962,17.141428,0,0,295,,1,0,0
2076536,Villberga k:a,Villberga sn,Enköping,,59.611746,17.278915,0,0,340,,1,0,0
2076537,Boglösa k:a,Boglösa sn,Enköping,,59.596205,17.177208,0,0,614,,1,0,0
2076538,Litslena k:a,Litslena s:n,Enköping,,59.663360,17.267039,0,0,660,,1,0,0
2076539,Kulla k:a,Kulla sn,Enköping,,59.693401,17.466744,0,0,250,,1,0,0
2076540,Härkeberga k:a,Härkeberga,Enköping,,59.692576,17.186918,0,0,539,,1,0,0
